Accession,Release_Date,Species,Nuc_Completeness,Protein,Geo_Location,USA,Host,Isolation_Source,Collection_Date
QPF50465,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,membrane glycoprotein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-19
QPF50466,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF6 protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-19
QPF50467,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7a protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-19
QPF50468,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7b protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-19
QPF50469,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF8 protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-19
QPF50470,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,nucleocapsid phosphoprotein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-19
QPF50471,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF10 protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-19
QPF50472,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1ab polyprotein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-19
QPF50473,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1a polyprotein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-19
QPF50474,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,surface glycoprotein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-19
QPF50475,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF3a protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-19
QPF50476,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,envelope protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-19
QPF50477,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,membrane glycoprotein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-19
QPF50478,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF6 protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-19
QPF50479,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7a protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-19
QPF50480,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7b protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-19
QPF50481,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF8 protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-19
QPF50482,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,nucleocapsid phosphoprotein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-19
QPF50483,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF10 protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-19
QPF50484,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1ab polyprotein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-19
QPF50485,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1a polyprotein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-19
QPF50486,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,surface glycoprotein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-19
QPF50487,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF3a protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-19
QPF50488,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,envelope protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-19
QPF50489,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,membrane glycoprotein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-19
QPF50490,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF6 protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-19
QPF50491,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7a protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-19
QPF50492,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7b protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-19
QPF50493,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF8 protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-19
QPF50494,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,nucleocapsid phosphoprotein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-19
QPF50495,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF10 protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-19
QPF50496,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1ab polyprotein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-26
QPF50497,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1a polyprotein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-26
QPF50498,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,surface glycoprotein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-26
QPF50499,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF3a protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-26
QPF50500,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,envelope protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-26
QPF50501,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,membrane glycoprotein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-26
QPF50502,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF6 protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-26
QPF50503,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7a protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-26
QPF50504,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7b protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-26
QPF50505,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF8 protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-26
QPF50506,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,nucleocapsid phosphoprotein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-26
QPF50507,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF10 protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-26
QPF50508,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1ab polyprotein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-27
QPF50509,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1a polyprotein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-27
QPF50510,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,surface glycoprotein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-27
QPF50511,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF3a protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-27
QPF50512,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,envelope protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-27
QPF50513,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,membrane glycoprotein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-27
QPF50514,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF6 protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-27
QPF50515,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7a protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-27
QPF50516,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7b protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-27
QPF50517,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF8 protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-27
QPF50518,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,nucleocapsid phosphoprotein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-27
QPF50519,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF10 protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-27
QPF50520,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1ab polyprotein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-26
QPF50521,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1a polyprotein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-26
QPF50522,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,surface glycoprotein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-26
QPF50523,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF3a protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-26
QPF50524,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,envelope protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-26
QPF50525,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,membrane glycoprotein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-26
QPF50526,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF6 protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-26
QPF50527,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7a protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-26
QPF50528,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7b protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-26
QPF50529,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF8 protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-26
QPF50530,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,nucleocapsid phosphoprotein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-26
QPF50531,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF10 protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-26
QPF50532,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF1ab polyprotein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-31
QPF50533,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF1a polyprotein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-31
QPF50534,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,surface glycoprotein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-31
QPF50535,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF3a protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-31
QPF50536,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,envelope protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-31
QPF50537,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,membrane glycoprotein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-31
QPF50538,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF6 protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-31
QPF50539,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF7a protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-31
QPF50540,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF7b protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-31
QPF50541,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF8 protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-31
QPF50542,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,nucleocapsid phosphoprotein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-31
QPF50543,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF10 protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-08-31
QPF50544,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1ab polyprotein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-09-01
QPF50545,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1a polyprotein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-09-01
QPF50546,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,surface glycoprotein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-09-01
QPF50547,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF3a protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-09-01
QPF50548,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,envelope protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-09-01
QPF50549,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,membrane glycoprotein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-09-01
QPF50550,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF6 protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-09-01
QPF50551,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7a protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-09-01
QPF50552,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7b protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-09-01
QPF50553,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF8 protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-09-01
QPF50554,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,nucleocapsid phosphoprotein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-09-01
QPF50555,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF10 protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-09-01
QPF50556,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1ab polyprotein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-09-02
QPF50557,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1a polyprotein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-09-02
QPF50558,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,surface glycoprotein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-09-02
QPF50559,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF3a protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-09-02
QPF50560,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,envelope protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-09-02
QPF50561,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,membrane glycoprotein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-09-02
QPF50562,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF6 protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-09-02
QPF50563,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7a protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-09-02
QPF50564,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7b protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-09-02
QPF50565,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF8 protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-09-02
QPF50566,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,nucleocapsid phosphoprotein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-09-02
QPF50567,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF10 protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-09-02
QPF50568,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1ab polyprotein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-09-02
QPF50569,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1a polyprotein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-09-02
QPF50570,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,surface glycoprotein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-09-02
QPF50571,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF3a protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-09-02
QPF50572,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,envelope protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-09-02
QPF50573,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,membrane glycoprotein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-09-02
QPF50574,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF6 protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-09-02
QPF50575,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7a protein,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-09-02
